S/N,REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
327,ASHANTI,SEKYERE WEST,1993,COCOYAM,3600.0,8.0,28800.0
328,ASHANTI,SEKYERE EAST,1993,COCOYAM,3200.0,8.0,25600.0
329,ASHANTI,AFIGYA SEKYERE,1993,COCOYAM,3100.0,10.8,33480.0
330,ASHANTI,AHAFO ANO NORTH,1993,COCOYAM,1000.0,7.8,7800.0
331,ASHANTI,AHAFO ANO SOUTH,1993,COCOYAM,3500.0,10.0,35000.0
332,ASHANTI,ATWIMA,1993,COCOYAM,15500.0,10.2,158100.0
333,ASHANTI,EJUSU JUABEN,1993,COCOYAM,1800.0,7.8,14040.0
334,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1993,COCOYAM,1500.0,7.2,10800.0
335,ASHANTI,KWABRE,1993,COCOYAM,1500.0,7.7,11550.0
336,ASHANTI,OFFINSO,1993,COCOYAM,4300.0,7.4,31820.0
337,ASHANTI,ADANSI WEST,1993,COCOYAM,3500.0,7.3,25550.0
338,ASHANTI,ADANSI  SOUTH,1993,COCOYAM,2600.0,7.5,19500.0
339,ASHANTI,ASANTE AKIM NORTH,1993,COCOYAM,2000.0,7.8,15600.0
340,ASHANTI,ASANTE AKIM SOUTH,1993,COCOYAM,2400.0,7.8,18720.0
341,ASHANTI,BEKWAI MUNI (AMANSIE EAST),1993,PLANTAIN,1700.0,6.2,10540.0
342,ASHANTI,AMANSIE WEST,1993,PLANTAIN,4800.0,8.2,39360.0
343,ASHANTI,SEKYERE WEST,1993,PLANTAIN,2000.0,8.8,17600.0
344,ASHANTI,SEKYERE EAST,1993,PLANTAIN,2700.0,7.1,19170.0
345,ASHANTI,AFIGYA SEKYERE,1993,PLANTAIN,3000.0,6.8,20400.0
346,ASHANTI,AHAFO ANO NORTH,1993,PLANTAIN,3800.0,8.0,30400.0
347,ASHANTI,AHAFO ANO SOUTH,1993,PLANTAIN,2900.0,8.0,23200.0
348,ASHANTI,ATWIMA,1993,PLANTAIN,11500.0,12.0,138000.0
349,ASHANTI,EJUSU JUABEN,1993,PLANTAIN,1600.0,8.3,13280.0
350,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1993,PLANTAIN,1900.0,5.0,9500.0
351,ASHANTI,KWABRE,1993,PLANTAIN,1700.0,6.7,11390.0
352,ASHANTI,OFFINSO,1993,PLANTAIN,2200.0,10.0,22000.0
353,ASHANTI,ADANSI WEST,1993,PLANTAIN,2400.0,4.1,9840.0
354,ASHANTI,ADANSI  SOUTH,1993,PLANTAIN,1900.0,7.2,13680.0
355,ASHANTI,ASANTE AKIM NORTH,1993,PLANTAIN,2500.0,7.6,19000.0
356,ASHANTI,ASANTE AKIM SOUTH,1993,PLANTAIN,2000.0,7.0,14000.0
357,EASTERN,BIRIM SOUTH,1993,COCOYAM,8000.0,6.6,52800.0
358,EASTERN,WEST AKIM,1993,COCOYAM,9200.0,6.6,60700.0
359,EASTERN,SUHUM KRABOA COALTAR,1993,COCOYAM,2000.0,6.6,13200.0
360,EASTERN,AKUAPIM SOUTH,1993,COCOYAM,100.0,7.0,700.0
361,EASTERN,AKUAPIM NORTH,1993,COCOYAM,2000.0,6.6,13200.0
362,EASTERN,NEW JUABEN,1993,COCOYAM,100.0,7.0,700.0
363,EASTERN,YILO KROBO,1993,COCOYAM,2000.0,6.6,13200.0
364,EASTERN,EAST AKIM,1993,COCOYAM,7200.0,6.6,47500.0
365,EASTERN,KWAEBIBIREM,1993,COCOYAM,6000.0,6.6,39600.0
366,EASTERN,BIRIM NORTH,1993,COCOYAM,3000.0,6.6,19800.0
367,EASTERN,KWAHU SOUTH,1993,COCOYAM,1600.0,6.63,10600.0
368,EASTERN,FANTEAKWA,1993,COCOYAM,9200.0,6.6,60700.0
369,EASTERN,KWAHU NORTH,1993,COCOYAM,100.0,7.0,700.0
370,EASTERN,ASUOGYAMAN,1993,COCOYAM,50.0,6.0,300.0
371,EASTERN,MANYA KROBO,1993,COCOYAM,50.0,6.0,300.0
372,EASTERN,BIRIM SOUTH,1993,PLANTAIN,8600.0,8.0,68800.0
373,EASTERN,WEST AKIM,1993,PLANTAIN,9200.0,8.0,73600.0
374,EASTERN,SUHUM KRABOA COALTAR,1993,PLANTAIN,9600.0,8.0,76800.0
375,EASTERN,AKUAPIM SOUTH,1993,PLANTAIN,700.0,8.0,5600.0
376,EASTERN,AKUAPIM NORTH,1993,PLANTAIN,1400.0,8.0,11200.0
377,EASTERN,NEW JUABEN,1993,PLANTAIN,100.0,8.0,800.0
378,EASTERN,YILO KROBO,1993,PLANTAIN,200.0,8.0,1600.0
379,EASTERN,EAST AKIM,1993,PLANTAIN,6600.0,8.0,52800.0
380,EASTERN,KWAEBIBIREM,1993,PLANTAIN,3500.0,8.0,28000.0
381,EASTERN,BIRIM NORTH,1993,PLANTAIN,2800.0,8.0,22400.0
382,EASTERN,KWAHU SOUTH,1993,PLANTAIN,2800.0,8.0,22400.0
383,EASTERN,FANTEAKWA,1993,PLANTAIN,6900.0,8.0,55200.0
384,EASTERN,KWAHU NORTH,1993,PLANTAIN,200.0,8.0,1600.0
385,EASTERN,ASUOGYAMAN,1993,PLANTAIN,200.0,8.0,1600.0
386,EASTERN,MANYA KROBO,1993,PLANTAIN,200.0,8.0,1600.0
387,GREATER ACCRA,GA,1993,GROUNDNUT,1520.0,3.9,5930.0
388,GREATER ACCRA,DANGBE WEST,1993,GROUNDNUT,810.0,3.9,3160.0
389,GREATER ACCRA,DANGME EAST,1993,GROUNDNUT,810.0,3.9,3160.0
390,BRONG AHAFO,SUNYANI MUNICIPAL,1993,COCOYAM,1000.0,6.8,6800.0
391,BRONG AHAFO,ASUTIFI,1993,COCOYAM,1000.0,8.4,8400.0
392,BRONG AHAFO,WENCHI MUNICIPAL,1993,COCOYAM,900.0,5.2,4680.0
393,BRONG AHAFO,DORMA AHENKRO,1993,COCOYAM,9000.0,7.0,63000.0
394,BRONG AHAFO,BEREKUM,1993,COCOYAM,3000.0,5.8,17400.0
395,BRONG AHAFO,TANO,1993,COCOYAM,3400.0,6.0,20400.0
396,BRONG AHAFO,TECHIMAN MUNICIPAL,1993,COCOYAM,1000.0,6.4,6400.0
397,BRONG AHAFO,ASUNAFO,1993,COCOYAM,2800.0,8.5,23800.0
398,BRONG AHAFO,KINTAMPO,1993,COCOYAM,1150.0,4.9,5640.0
399,BRONG AHAFO,SUNYANI MUNICIPAL,1993,PLANTAIN,900.0,7.0,6300.0
400,BRONG AHAFO,ASUTIFI,1993,PLANTAIN,1900.0,10.8,20520.0
401,BRONG AHAFO,WENCHI MUNICIPAL,1993,PLANTAIN,50.0,4.6,230.0
402,BRONG AHAFO,DORMA AHENKRO,1993,PLANTAIN,3900.0,11.1,43290.0
403,BRONG AHAFO,BEREKUM,1993,PLANTAIN,1400.0,7.0,9800.0
404,BRONG AHAFO,TANO,1993,PLANTAIN,2100.0,9.0,18900.0
405,BRONG AHAFO,NKORANZA,1993,PLANTAIN,1400.0,6.5,9100.0
406,BRONG AHAFO,TECHIMAN MUNICIPAL,1993,PLANTAIN,1300.0,8.0,10400.0
407,BRONG AHAFO,ASUNAFO,1993,PLANTAIN,4800.0,13.7,65760.0
408,BRONG AHAFO,KINTAMPO,1993,PLANTAIN,600.0,5.4,3240.0
409,UPPER WEST,WA,1993,SORGHUM,31000.0,1.4,43400.0
410,UPPER WEST,LAWRA,1993,SORGHUM,6400.0,1.4,8960.0
411,UPPER WEST,TUMU,1993,SORGHUM,10100.0,1.4,14140.0
412,UPPER WEST,JIRAPA,1993,SORGHUM,9700.0,1.4,13580.0
413,UPPER WEST,NADOWLI,1993,SORGHUM,16300.0,1.4,22820.0
414,UPPER WEST,WA,1993,MILLET,5300.0,1.0,5300.0
415,UPPER WEST,LAWRA,1993,MILLET,4100.0,1.0,4100.0
416,UPPER WEST,TUMU,1993,MILLET,22000.0,1.0,22000.0
417,UPPER WEST,JIRAPA,1993,MILLET,11600.0,1.0,11600.0
418,UPPER WEST,NADOWLI,1993,MILLET,20000.0,1.0,20000.0
419,UPPER WEST,WA,1993,GROUNDNUT,9000.0,1.6,14400.0
420,UPPER WEST,LAWRA,1993,GROUNDNUT,400.0,1.6,640.0
421,UPPER WEST,TUMU,1993,GROUNDNUT,4800.0,1.6,7680.0
422,UPPER WEST,JIRAPA,1993,GROUNDNUT,2500.0,1.6,4000.0
423,UPPER WEST,NADOWLI,1993,GROUNDNUT,4000.0,1.6,6400.0
424,UPPER WEST,WA,1993,COWPEA,28400.0,0.3,8520.0
425,UPPER WEST,LAWRA,1993,COWPEA,500.0,0.3,150.0
426,UPPER WEST,TUMU,1993,COWPEA,5500.0,0.3,1650.0
427,UPPER WEST,JIRAPA,1993,COWPEA,200.0,0.3,60.0
428,UPPER WEST,NADOWLI,1993,COWPEA,1300.0,0.3,390.0
429,UPPER EAST,BUILSA,1993,SORGHUM,34500.0,0.6,20700.0
430,UPPER EAST,KASINA-NANKANA,1993,SORGHUM,12080.0,0.9,10870.0
431,UPPER EAST,BONGO,1993,SORGHUM,5040.0,0.7,3530.0
432,UPPER EAST,BOLGATANGA MUNICIPAL,1993,SORGHUM,22300.0,0.8,17840.0
433,UPPER EAST,BAWKU EAST,1993,SORGHUM,28920.0,1.0,28920.0
434,UPPER EAST,BAWKU WEST,1993,SORGHUM,7930.0,1.2,9520.0
435,UPPER EAST,BUILSA,1993,MILLET,14700.0,0.8,11760.0
436,UPPER EAST,KASINA-NANKANA,1993,MILLET,8400.0,1.5,12600.0
437,UPPER EAST,BONGO,1993,MILLET,2100.0,1.2,2520.0
438,UPPER EAST,BOLGATANGA MUNICIPAL,1993,MILLET,12400.0,1.5,18600.0
439,UPPER EAST,BAWKU EAST,1993,MILLET,28700.0,0.8,22960.0
440,UPPER EAST,BAWKU WEST,1993,MILLET,4340.0,1.3,5640.0
441,UPPER EAST,BUILSA,1993,GROUNDNUT,7180.0,0.9,6460.0
442,UPPER EAST,KASINA-NANKANA,1993,GROUNDNUT,9980.0,0.8,7980.0
443,UPPER EAST,BONGO,1993,GROUNDNUT,1770.0,1.0,1770.0
444,UPPER EAST,BOLGATANGA MUNICIPAL,1993,GROUNDNUT,30000.0,0.9,27000.0
445,UPPER EAST,BAWKU EAST,1993,GROUNDNUT,18900.0,1.0,18900.0
446,UPPER EAST,BAWKU WEST,1993,GROUNDNUT,3730.0,1.2,4480.0
447,WESTERN,SHAMA AHANTA EAST,1994,MAIZE,370.0,1.1,407.0
448,WESTERN,WEST AHANTA,1994,MAIZE,1530.0,1.2,1836.0
449,WESTERN,MPORHOR WASSA EAST,1994,MAIZE,2960.0,1.3,3848.0
450,WESTERN,WASSA WEST,1994,MAIZE,3650.0,1.2,4380.0
451,WESTERN,EAST NZEMA,1994,MAIZE,1035.0,1.15,1190.25
452,WESTERN,JOMORO,1994,MAIZE,860.0,1.2,1032.0
453,WESTERN,WASSA AMENFI,1994,MAIZE,7110.0,1.35,9598.5
454,WESTERN,AOWIN -SUAMAN,1994,MAIZE,5725.0,1.3,7442.5
455,WESTERN,BIBIANI-ANHWIASO-BEKWAI,1994,MAIZE,4412.0,1.32,5823.84
456,WESTERN,SEFWI-WIAWSO,1994,MAIZE,6740.0,1.38,9301.2
457,WESTERN,JUABESO-BIA,1994,MAIZE,8308.0,1.4,11631.2
458,WESTERN,SHAMA AHANTA EAST,1994,RICE,65.0,1.12,72.8
459,WESTERN,WEST AHANTA,1994,RICE,45.0,1.1,49.5
460,WESTERN,MPORHOR WASSA EAST,1994,RICE,240.0,1.18,283.2
461,WESTERN,WASSA WEST,1994,RICE,1000.0,1.18,1180.0
462,WESTERN,EAST NZEMA,1994,RICE,500.0,1.4,700.0
463,WESTERN,JOMORO,1994,RICE,260.0,1.2,312.0
464,WESTERN,WASSA AMENFI,1994,RICE,2270.0,1.22,2769.4
465,WESTERN,AOWIN -SUAMAN,1994,RICE,1228.0,1.2,1473.6
466,WESTERN,BIBIANI-ANHWIASO-BEKWAI,1994,RICE,1097.0,1.2,1316.4
467,WESTERN,SEFWI-WIAWSO,1994,RICE,1450.0,1.25,1812.5
468,WESTERN,JUABESO-BIA,1994,RICE,2245.0,1.3,2918.5
469,WESTERN,SHAMA AHANTA EAST,1994,CASSAVA,1651.0,7.5,12382.5
470,WESTERN,WEST AHANTA,1994,CASSAVA,4890.0,8.8,43032.0
471,WESTERN,MPORHOR WASSA EAST,1994,CASSAVA,4992.0,8.9,44428.8
472,WESTERN,WASSA WEST,1994,CASSAVA,4560.0,7.8,35568.0
473,WESTERN,EAST NZEMA,1994,CASSAVA,3800.0,8.9,33820.0
474,WESTERN,JOMORO,1994,CASSAVA,5210.0,9.2,47932.0
475,WESTERN,WASSA AMENFI,1994,CASSAVA,6256.0,9.3,58180.8
476,WESTERN,AOWIN -SUAMAN,1994,CASSAVA,5974.0,9.3,55558.2
477,WESTERN,BIBIANI-ANHWIASO-BEKWAI,1994,CASSAVA,5370.0,9.3,49941.0
478,WESTERN,SEFWI-WIAWSO,1994,CASSAVA,5350.0,9.9,52965.0
479,WESTERN,JUABESO-BIA,1994,CASSAVA,5797.0,10.2,59129.4
480,WESTERN,WEST AHANTA,1994,YAM,20.0,3.9,78.0
481,WESTERN,MPORHOR WASSA EAST,1994,YAM,130.0,4.2,546.0
482,WESTERN,WASSA WEST,1994,YAM,135.0,3.7,499.5
483,WESTERN,WASSA AMENFI,1994,YAM,876.0,5.4,4730.4
484,WESTERN,AOWIN -SUAMAN,1994,YAM,809.0,5.1,4125.9
485,WESTERN,BIBIANI-ANHWIASO-BEKWAI,1994,YAM,1412.0,5.6,7907.2
486,WESTERN,SEFWI-WIAWSO,1994,YAM,1828.0,5.9,10785.2
487,WESTERN,JUABESO-BIA,1994,YAM,3890.0,5.9,22951.0
488,CENTRAL,UPPER DENKYIRA,1994,MAIZE,6799.0,1.2,8158.8
489,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1994,MAIZE,4182.0,1.15,4809.3
490,CENTRAL,ASSIN NORTH,1994,MAIZE,6223.0,1.18,7343.14
491,CENTRAL,ABURA-ASEBU-KWAMANKESE,1994,MAIZE,4950.0,1.1,5445.0
492,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1994,MAIZE,4334.0,1.15,4984.1
493,CENTRAL,MFANTSIMAN,1994,MAIZE,7960.0,1.25,9950.0
494,CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1994,MAIZE,4707.0,1.12,5271.84
495,CENTRAL,AJUMAKO-ENYAN-ESIAM,1994,MAIZE,3901.0,1.1,4291.1
496,CENTRAL,AWUTU-EFUTU-SENYA,1994,MAIZE,13771.0,1.3,17902.3
497,CENTRAL,GOMOA,1994,MAIZE,2567.0,1.2,3080.4
498,CENTRAL,CAPE COAST,1994,MAIZE,4229.0,1.27,5370.83
499,CENTRAL,AGONA,1994,MAIZE,7293.0,1.38,10064.34
500,CENTRAL,UPPER DENKYIRA,1994,RICE,182.0,0.9,163.8
501,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1994,RICE,86.0,0.95,81.7
502,CENTRAL,ASSIN NORTH,1994,RICE,222.0,1.24,275.28
503,CENTRAL,UPPER DENKYIRA,1994,CASSAVA,5478.0,10.2,55875.6
504,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1994,CASSAVA,4221.0,9.8,41365.8
505,CENTRAL,ASSIN NORTH,1994,CASSAVA,5166.0,10.7,55276.2
506,CENTRAL,ABURA-ASEBU-KWAMANKESE,1994,CASSAVA,3645.0,9.6,34992.0
507,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1994,CASSAVA,4169.0,10.4,43357.6
508,CENTRAL,MFANTSIMAN,1994,CASSAVA,6081.0,10.6,64458.6
509,CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1994,CASSAVA,4239.0,9.5,40270.5
510,CENTRAL,AJUMAKO-ENYAN-ESIAM,1994,CASSAVA,3237.0,8.0,25896.0
511,CENTRAL,AWUTU-EFUTU-SENYA,1994,CASSAVA,5402.0,10.0,54020.0
512,CENTRAL,GOMOA,1994,CASSAVA,2174.0,9.3,20218.2
513,CENTRAL,CAPE COAST,1994,CASSAVA,3878.0,9.1,35289.8
514,CENTRAL,AGONA,1994,CASSAVA,5710.0,10.4,59384.0
515,CENTRAL,UPPER DENKYIRA,1994,YAM,499.0,5.5,2744.5
516,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1994,YAM,413.0,5.4,2230.2
517,CENTRAL,ASSIN NORTH,1994,YAM,340.0,5.3,1802.0
518,CENTRAL,ABURA-ASEBU-KWAMANKESE,1994,YAM,239.0,5.2,1242.8
519,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1994,YAM,360.0,5.6,2016.0
520,CENTRAL,MFANTSIMAN,1994,YAM,239.0,5.9,1410.1
521,CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1994,YAM,46.0,5.0,230.0
522,CENTRAL,AJUMAKO-ENYAN-ESIAM,1994,YAM,230.0,5.5,1265.0
523,CENTRAL,AWUTU-EFUTU-SENYA,1994,YAM,404.0,6.4,2585.6
524,CENTRAL,GOMOA,1994,YAM,57.0,5.3,302.1
525,CENTRAL,CAPE COAST,1994,YAM,3.0,4.5,13.5
526,CENTRAL,AGONA,1994,YAM,490.0,6.7,3283.0
527,VOLTA,NORTH TONGU,1994,MAIZE,3200.0,0.8,2560.0
528,VOLTA,SOUTH TONGU (SOGAKOPE),1994,MAIZE,1800.0,0.8,1440.0
529,VOLTA,AKATSI,1994,MAIZE,3000.0,0.8,2400.0
530,VOLTA,KETA,1994,MAIZE,1000.0,0.8,800.0
531,VOLTA,DENU/DZODZE(KETU),1994,MAIZE,4600.0,1.0,4600.0
532,VOLTA,KPANDO,1994,MAIZE,3500.0,1.8,6300.0
533,VOLTA,HOHOE MUNICIPAL,1994,MAIZE,4500.0,1.8,8100.0
534,VOLTA,JASIKAN,1994,MAIZE,3500.0,1.5,5250.0
535,VOLTA,KADJEBI,1994,MAIZE,3000.0,1.9,5700.0
536,VOLTA,NKWANTA,1994,MAIZE,4700.0,1.8,8460.0
537,VOLTA,KETE-KRACHI,1994,MAIZE,3500.0,1.8,6300.0
538,VOLTA,HO MUNICIPAL,1994,MAIZE,5200.0,1.8,9360.0
539,VOLTA,NORTH TONGU,1994,RICE,200.0,3.6,720.0
540,VOLTA,DENU/DZODZE(KETU),1994,RICE,300.0,3.5,1050.0
541,VOLTA,KPANDO,1994,RICE,200.0,3.5,700.0
542,VOLTA,HOHOE MUNICIPAL,1994,RICE,2000.0,3.8,7600.0
543,VOLTA,JASIKAN,1994,RICE,400.0,3.5,1400.0
544,VOLTA,KADJEBI,1994,RICE,1500.0,3.5,5250.0
545,VOLTA,NKWANTA,1994,RICE,500.0,1.5,750.0
546,VOLTA,KETE-KRACHI,1994,RICE,1000.0,3.8,3800.0
547,VOLTA,HO MUNICIPAL,1994,RICE,200.0,1.0,200.0
548,VOLTA,NORTH TONGU,1994,CASSAVA,1500.0,10.0,15000.0
549,VOLTA,SOUTH TONGU (SOGAKOPE),1994,CASSAVA,1000.0,8.0,8000.0
550,VOLTA,AKATSI,1994,CASSAVA,1500.0,10.5,15750.0
551,VOLTA,KETA,1994,CASSAVA,1200.0,7.0,8400.0
552,VOLTA,DENU/DZODZE(KETU),1994,CASSAVA,5500.0,10.5,57750.0
553,VOLTA,KPANDO,1994,CASSAVA,1500.0,18.0,27000.0
554,VOLTA,HOHOE MUNICIPAL,1994,CASSAVA,3800.0,18.0,68400.0
555,VOLTA,JASIKAN,1994,CASSAVA,3800.0,18.0,68400.0
556,VOLTA,KADJEBI,1994,CASSAVA,2900.0,18.0,52200.0
557,VOLTA,NKWANTA,1994,CASSAVA,13000.0,18.0,234000.0
558,VOLTA,KETE-KRACHI,1994,CASSAVA,8000.0,18.0,144000.0
559,VOLTA,HO MUNICIPAL,1994,CASSAVA,2000.0,15.5,31000.0
560,VOLTA,KPANDO,1994,YAM,500.0,5.0,2500.0
561,VOLTA,HOHOE MUNICIPAL,1994,YAM,1200.0,5.0,6000.0
562,VOLTA,JASIKAN,1994,YAM,1000.0,10.0,10000.0
563,VOLTA,KADJEBI,1994,YAM,1200.0,10.0,12000.0
564,VOLTA,NKWANTA,1994,YAM,4500.0,11.0,49500.0
565,VOLTA,KETE-KRACHI,1994,YAM,5200.0,13.0,67600.0
566,VOLTA,HO MUNICIPAL,1994,YAM,1000.0,8.0,8000.0
567,ASHANTI,BEKWAI MUNI (AMANSIE EAST),1994,MAIZE,5100.0,1.2,6120.0
568,ASHANTI,AMANSIE WEST,1994,MAIZE,6000.0,1.2,7200.0
569,ASHANTI,EJURA SEKYEREDUMASE,1994,MAIZE,11000.0,1.6,17600.0
570,ASHANTI,SEKYERE WEST,1994,MAIZE,10900.0,1.6,17440.0
571,ASHANTI,SEKYERE EAST,1994,MAIZE,3500.0,1.4,4900.0
572,ASHANTI,AFIGYA SEKYERE,1994,MAIZE,4000.0,1.1,4400.0
573,ASHANTI,AHAFO ANO NORTH,1994,MAIZE,3000.0,0.9,2700.0
574,ASHANTI,AHAFO ANO SOUTH,1994,MAIZE,5700.0,0.9,5130.0
575,ASHANTI,ATWIMA,1994,MAIZE,5000.0,1.3,6500.0
576,ASHANTI,EJUSU JUABEN,1994,MAIZE,2900.0,1.2,3480.0
577,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1994,MAIZE,3900.0,1.0,3900.0
578,ASHANTI,KWABRE,1994,MAIZE,3000.0,0.9,2700.0
579,ASHANTI,OFFINSO,1994,MAIZE,6300.0,1.4,8820.0
580,ASHANTI,ADANSI WEST,1994,MAIZE,4300.0,1.2,5160.0
581,ASHANTI,ADANSI  SOUTH,1994,MAIZE,2500.0,1.2,3000.0
582,ASHANTI,ASANTE AKIM NORTH,1994,MAIZE,2100.0,1.3,2730.0
583,ASHANTI,ASANTE AKIM SOUTH,1994,MAIZE,4100.0,1.3,5330.0
584,ASHANTI,SEKYERE WEST,1994,RICE,400.0,1.1,440.0
585,ASHANTI,SEKYERE EAST,1994,RICE,300.0,1.1,330.0
586,ASHANTI,AHAFO ANO NORTH,1994,RICE,200.0,1.3,260.0
587,ASHANTI,ATWIMA,1994,RICE,1300.0,1.5,1950.0
588,ASHANTI,EJUSU JUABEN,1994,RICE,100.0,2.0,200.0
589,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1994,RICE,200.0,1.1,220.0
590,ASHANTI,OFFINSO,1994,RICE,1200.0,1.9,2280.0
591,ASHANTI,ADANSI  SOUTH,1994,RICE,900.0,1.4,1260.0
592,ASHANTI,BEKWAI MUNI (AMANSIE EAST),1994,CASSAVA,8000.0,10.4,83200.0
593,ASHANTI,AMANSIE WEST,1994,CASSAVA,10000.0,10.2,102000.0
594,ASHANTI,EJURA SEKYEREDUMASE,1994,CASSAVA,1500.0,5.2,7800.0
595,ASHANTI,SEKYERE WEST,1994,CASSAVA,6000.0,9.7,58200.0
596,ASHANTI,SEKYERE EAST,1994,CASSAVA,3900.0,9.8,38220.0
597,ASHANTI,AFIGYA SEKYERE,1994,CASSAVA,7500.0,10.0,75000.0
598,ASHANTI,AHAFO ANO NORTH,1994,CASSAVA,7100.0,9.5,67450.0
599,ASHANTI,AHAFO ANO SOUTH,1994,CASSAVA,7000.0,10.8,75600.0
600,ASHANTI,ATWIMA,1994,CASSAVA,14300.0,11.0,157300.0
601,ASHANTI,EJUSU JUABEN,1994,CASSAVA,4000.0,10.2,40800.0
602,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1994,CASSAVA,4100.0,7.8,31980.0
603,ASHANTI,KWABRE,1994,CASSAVA,4500.0,11.0,49500.0
604,ASHANTI,OFFINSO,1994,CASSAVA,6100.0,12.0,73200.0
605,ASHANTI,ADANSI WEST,1994,CASSAVA,5100.0,9.5,48450.0
606,ASHANTI,ADANSI  SOUTH,1994,CASSAVA,4800.0,9.9,47520.0
607,ASHANTI,ASANTE AKIM NORTH,1994,CASSAVA,5400.0,5.2,28080.0
608,ASHANTI,ASANTE AKIM SOUTH,1994,CASSAVA,5800.0,9.8,56840.0
609,ASHANTI,BEKWAI MUNI (AMANSIE EAST),1994,YAM,500.0,6.0,3000.0
610,ASHANTI,AMANSIE WEST,1994,YAM,300.0,6.0,1800.0
611,ASHANTI,EJURA SEKYEREDUMASE,1994,YAM,5900.0,10.3,60770.0
612,ASHANTI,SEKYERE WEST,1994,YAM,3100.0,9.5,29450.0
613,ASHANTI,SEKYERE EAST,1994,YAM,200.0,6.0,1200.0
614,ASHANTI,AFIGYA SEKYERE,1994,YAM,500.0,6.0,3000.0
615,ASHANTI,ATWIMA,1994,YAM,500.0,8.0,4000.0
616,ASHANTI,EJUSU JUABEN,1994,YAM,200.0,5.0,1000.0
617,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1994,YAM,100.0,5.0,500.0
618,ASHANTI,OFFINSO,1994,YAM,600.0,10.0,6000.0
619,ASHANTI,ADANSI  SOUTH,1994,YAM,400.0,8.0,3200.0
620,ASHANTI,ASANTE AKIM NORTH,1994,YAM,600.0,9.2,5520.0
621,ASHANTI,ASANTE AKIM SOUTH,1994,YAM,200.0,6.0,1200.0
622,EASTERN,BIRIM SOUTH,1994,MAIZE,9000.0,1.8,16200.0
623,EASTERN,WEST AKIM,1994,MAIZE,11600.0,1.9,22040.0
624,EASTERN,SUHUM KRABOA COALTAR,1994,MAIZE,9000.0,1.9,17100.0
625,EASTERN,AKUAPIM SOUTH,1994,MAIZE,5500.0,1.8,9900.0
626,EASTERN,AKUAPIM NORTH,1994,MAIZE,9000.0,2.1,18900.0
627,EASTERN,NEW JUABEN,1994,MAIZE,1200.0,1.5,1800.0
628,EASTERN,YILO KROBO,1994,MAIZE,9100.0,2.4,21840.0
629,EASTERN,EAST AKIM,1994,MAIZE,4000.0,1.0,4000.0
630,EASTERN,KWAEBIBIREM,1994,MAIZE,9000.0,1.9,17100.0
631,EASTERN,BIRIM NORTH,1994,MAIZE,4500.0,1.8,8100.0
632,EASTERN,KWAHU SOUTH,1994,MAIZE,5500.0,1.8,9900.0
633,EASTERN,FANTEAKWA,1994,MAIZE,12400.0,1.9,23560.0
634,EASTERN,KWAHU NORTH,1994,MAIZE,11500.0,1.9,21850.0
635,EASTERN,ASUOGYAMAN,1994,MAIZE,6300.0,2.4,15120.0
636,EASTERN,MANYA KROBO,1994,MAIZE,10300.0,1.7,17510.0
637,EASTERN,BIRIM SOUTH,1994,RICE,2000.0,2.5,5000.0
638,EASTERN,KWAEBIBIREM,1994,RICE,200.0,1.5,300.0
639,EASTERN,BIRIM NORTH,1994,RICE,3500.0,1.8,6300.0
640,EASTERN,BIRIM SOUTH,1994,CASSAVA,17200.0,15.1,259720.0
641,EASTERN,WEST AKIM,1994,CASSAVA,15000.0,11.4,171000.0
642,EASTERN,SUHUM KRABOA COALTAR,1994,CASSAVA,11000.0,11.0,121000.0
643,EASTERN,AKUAPIM SOUTH,1994,CASSAVA,7700.0,11.0,84700.0
644,EASTERN,AKUAPIM NORTH,1994,CASSAVA,12300.0,10.2,125460.0
645,EASTERN,NEW JUABEN,1994,CASSAVA,1600.0,12.0,19200.0
646,EASTERN,YILO KROBO,1994,CASSAVA,12000.0,11.3,135600.0
647,EASTERN,EAST AKIM,1994,CASSAVA,8500.0,7.5,63750.0
648,EASTERN,KWAEBIBIREM,1994,CASSAVA,9200.0,12.0,110400.0
649,EASTERN,BIRIM NORTH,1994,CASSAVA,5100.0,12.0,61200.0
650,EASTERN,KWAHU SOUTH,1994,CASSAVA,8800.0,11.0,96800.0
651,EASTERN,FANTEAKWA,1994,CASSAVA,12600.0,12.0,151200.0
